,Pokedex_number,Name,Evolution,Base_type,Secondary_type,Abilities,Generation,Legendary,Attack,Defense,Hp,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Against_bug,Against_dark,Against_dragon,Against_electric,Against_fairy,Against_fight,Against_fire,Against_flying,Against_ghost,Against_grass,Against_ground,Against_ice,Against_normal,Against_poison,Against_psychic,Against_rock,Against_steel,Against_water,Base_egg_steps,Base_happiness,Base_total,Capture_rate,Experience_growth
342,343,Baltoy,Claydol,Ground,Psychic,['Levitate'],3.0,0.0,40,55,40,40,70,55,0.5,21.5,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,5120.0,70.0,300,255,1000000.0
343,344,Claydol,Unknown,Ground,Psychic,['Levitate'],3.0,0.0,70,105,60,70,120,75,1.5,108.0,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,5120.0,70.0,500,90,1000000.0
344,345,Lileep,Cradily,Rock,Grass,"['Suction Cups', 'Storm Drain']",3.0,0.0,41,77,66,61,87,23,1.0,23.8,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,7680.0,70.0,355,45,600000.0
345,346,Cradily,Unknown,Rock,Grass,"['Suction Cups', 'Storm Drain']",3.0,0.0,81,97,86,81,107,43,1.5,60.4,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0,7680.0,70.0,495,45,600000.0
346,347,Anorith,Armaldo,Rock,Bug,"['Battle Armor', 'Swift Swim']",3.0,0.0,95,50,45,40,50,75,0.7,12.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,7680.0,70.0,355,45,600000.0
347,348,Armaldo,Unknown,Rock,Bug,"['Battle Armor', 'Swift Swim']",3.0,0.0,125,100,75,70,80,45,1.5,68.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,7680.0,70.0,495,45,600000.0
348,349,Feebas,Milotic,Water,-,"['Swift Swim', 'Oblivious', 'Adaptability']",3.0,0.0,15,20,20,10,55,80,0.6,7.4,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,200,255,600000.0
349,350,Milotic,Unknown,Water,-,"['Marvel Scale', 'Competitive', 'Cute Charm']",3.0,0.0,60,79,95,100,125,81,6.2,162.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,540,60,600000.0
350,351,Castform,No hay,Normal,-,['Forecast'],3.0,0.0,70,70,70,70,70,70,0.3,0.8,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6400.0,70.0,420,45,1000000.0
351,352,Kecleon,No hay,Normal,-,"['Color Change', 'Protean']",3.0,0.0,90,70,60,60,120,40,1.0,22.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,70.0,440,200,1059860.0
352,353,Shuppet,Banette,Ghost,-,"['Insomnia', 'Frisk', 'Cursed Body']",3.0,0.0,75,35,44,63,33,45,0.6,2.3,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,35.0,295,225,800000.0
353,354,Banette,Unknown,Ghost,-,"['Insomnia', 'Frisk', 'Cursed Body']",3.0,0.0,165,75,64,93,83,75,1.1,12.5,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,35.0,555,45,800000.0
354,355,Duskull,Dusclops,Ghost,-,"['Levitate', 'Frisk']",3.0,0.0,40,90,20,30,90,25,0.8,15.0,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,35.0,295,190,800000.0
355,356,Dusclops,Unknown,Ghost,-,"['Pressure', 'Frisk']",3.0,0.0,70,130,40,60,130,25,1.6,30.6,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,35.0,455,90,800000.0
356,357,Tropius,No hay,Grass,Flying,"['Chlorophyll', 'Solar Power', 'Harvest']",3.0,0.0,68,83,99,72,87,51,2.0,100.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,6400.0,70.0,460,200,1250000.0
357,358,Chimecho,Unknown,Psychic,-,['Levitate'],3.0,0.0,50,80,75,95,90,65,0.6,1.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,6400.0,70.0,455,45,800000.0
358,359,Absol,No hay,Dark,-,"['Pressure', 'Super Luck', 'Justified']",3.0,0.0,150,60,65,115,60,115,1.2,47.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,6400.0,35.0,565,30,1059860.0
359,360,Wynaut,Wobbuffet,Psychic,-,"['Shadow Tag', 'Telepathy']",3.0,0.0,23,48,95,23,48,23,0.6,14.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,5120.0,70.0,260,125,1000000.0
360,361,Snorunt,Glalie,Ice,-,"['Inner Focus', 'Ice Body', 'Moody']",3.0,0.0,50,50,50,50,50,50,0.7,16.8,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,300,190,1000000.0
361,362,Glalie,Unknown,Ice,-,"['Inner Focus', 'Ice Body', 'Moody']",3.0,0.0,120,80,80,120,80,100,1.5,256.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,5120.0,70.0,580,75,1000000.0
362,363,Spheal,Sealeo,Ice,Water,"['Thick Fat', 'Ice Body', 'Oblivious']",3.0,0.0,40,50,70,55,50,25,0.8,39.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,290,255,1059860.0
363,364,Sealeo,Walrein,Ice,Water,"['Thick Fat', 'Ice Body', 'Oblivious']",3.0,0.0,60,70,90,75,70,45,1.1,87.6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,410,120,1059860.0
364,365,Walrein,Unknown,Ice,Water,"['Thick Fat', 'Ice Body', 'Oblivious']",3.0,0.0,80,90,110,95,90,65,1.4,150.6,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,5120.0,70.0,530,45,1059860.0
365,366,Clamperl,Huntail,Water,-,"['Shell Armor', 'Rattled']",3.0,0.0,64,85,35,74,55,32,0.4,52.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,345,255,600000.0
366,367,Huntail,Unknown,Water,-,"['Swift Swim', 'Water Veil']",3.0,0.0,104,105,55,94,75,52,1.7,27.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,485,60,600000.0
367,368,Gorebyss,Unknown,Water,-,"['Swift Swim', 'Hydration']",3.0,0.0,84,105,55,114,75,52,1.8,22.6,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,485,60,600000.0
368,369,Relicanth,No hay,Water,Rock,"['Swift Swim', 'Rock Head', 'Sturdy']",3.0,0.0,90,130,100,45,65,55,1.0,23.4,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,10240.0,70.0,485,25,1250000.0
369,370,Luvdisc,No hay,Water,-,"['Swift Swim', 'Hydration']",3.0,0.0,30,55,43,40,65,97,0.6,8.7,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,330,225,800000.0
370,371,Bagon,Shelgon,Dragon,-,"['Rock Head', 'Sheer Force']",3.0,0.0,75,60,45,40,30,50,0.6,42.1,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,300,45,1250000.0
371,372,Shelgon,Unknown,Dragon,-,"['Rock Head', 'Overcoat']",3.0,0.0,95,100,65,60,50,50,1.1,110.5,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,10240.0,35.0,420,45,1250000.0
372,373,Salamence,Salamance,Dragon,Flying,"['Intimidate', 'Moxie']",3.0,0.0,145,130,95,120,90,120,1.5,102.6,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,10240.0,35.0,700,45,1250000.0
373,374,Beldum,Metang,Steel,Psychic,"['Clear Body', 'Light Metal']",3.0,0.0,55,80,40,35,60,30,0.6,95.2,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,10240.0,35.0,300,3,1250000.0
374,375,Metang,Unknown,Steel,Psychic,"['Clear Body', 'Light Metal']",3.0,0.0,75,100,60,55,80,50,1.2,202.5,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,10240.0,35.0,420,3,1250000.0
375,376,Metagross,Metagross,Steel,Psychic,"['Clear Body', 'Light Metal']",3.0,0.0,145,150,80,105,110,110,1.6,550.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,10240.0,35.0,700,3,1250000.0
376,377,Regirock,No hay,Rock,-,"['Clear Body', 'Sturdy']",3.0,1.0,100,200,80,50,100,50,1.7,230.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,20480.0,35.0,580,3,1250000.0
377,378,Regice,No hay,Ice,-,"['Clear Body', 'Ice Body']",3.0,1.0,50,100,80,100,200,50,1.8,175.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,20480.0,35.0,580,3,1250000.0
378,379,Registeel,No hay,Steel,-,"['Clear Body', 'Light Metal']",3.0,1.0,75,150,80,75,150,50,1.9,205.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,20480.0,35.0,580,3,1250000.0
379,380,Latias,No hay,Dragon,Psychic,['Levitate'],3.0,1.0,100,120,80,140,150,110,1.4,40.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,30720.0,90.0,700,3,1250000.0
380,381,Latios,No hay,Dragon,Psychic,['Levitate'],3.0,1.0,130,100,80,160,120,110,2.0,60.0,2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,30720.0,90.0,700,3,1250000.0
381,382,Kyogre,No hay,Water,-,['Drizzle'],3.0,1.0,150,90,100,180,160,90,4.5,352.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,30720.0,0.0,770,3,1250000.0
382,383,Groudon,No hay,Ground,-,['Drought'],3.0,1.0,180,160,100,150,90,90,3.5,950.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,30720.0,0.0,770,3,1250000.0
383,384,Rayquaza,No hay,Dragon,Flying,['Air Lock'],3.0,1.0,180,100,105,180,100,115,7.0,206.5,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,30720.0,0.0,780,45,1250000.0
384,385,Jirachi,No hay,Steel,Psychic,['Serene Grace'],3.0,1.0,100,100,100,100,100,100,0.3,1.1,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,30720.0,100.0,600,3,1250000.0
385,386,Deoxys,No hay,Psychic,-,['Pressure'],3.0,1.0,95,90,50,95,90,180,1.7,60.8,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30720.0,0.0,600,3,1250000.0
386,387,Turtwig,Grotle,Grass,-,"['Overgrow', 'Shell Armor']",4.0,0.0,68,64,55,45,55,31,0.4,10.2,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,318,45,1059860.0
387,388,Grotle,Torterra,Grass,-,"['Overgrow', 'Shell Armor']",4.0,0.0,89,85,75,55,65,36,1.1,97.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,405,45,1059860.0
388,389,Torterra,Unknown,Grass,Ground,"['Overgrow', 'Shell Armor']",4.0,0.0,109,105,95,75,85,56,2.2,310.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0,5120.0,70.0,525,45,1059860.0
389,390,Chimchar,Monferno,Fire,-,"['Blaze', 'Iron Fist']",4.0,0.0,58,44,44,58,44,61,0.5,6.2,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,5120.0,70.0,309,45,1059860.0
390,391,Monferno,Unknown,Fire,Fighting,"['Blaze', 'Iron Fist']",4.0,0.0,78,52,64,78,52,81,0.9,22.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,5120.0,70.0,405,45,1059860.0
391,392,Infernape,Infernape,Fire,Fighting,"['Blaze', 'Iron Fist']",4.0,0.0,104,71,76,104,71,108,1.2,55.0,0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,5120.0,70.0,534,45,1059860.0
392,393,Piplup,Prinplup,Water,-,"['Torrent', 'Defiant']",4.0,0.0,51,53,53,61,56,40,0.4,5.2,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,314,45,1059860.0
393,394,Prinplup,Unknown,Water,-,"['Torrent', 'Defiant']",4.0,0.0,66,68,64,81,76,50,0.8,23.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,405,45,1059860.0
394,395,Empoleon,Empoleon,Water,Steel,"['Torrent', 'Defiant']",4.0,0.0,86,88,84,111,101,60,1.7,84.5,0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5,5120.0,70.0,530,45,1059860.0
395,396,Starly,Staravia,Normal,Flying,"['Keen Eye', 'Reckless']",4.0,0.0,55,30,40,30,30,60,0.3,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,245,255,1059860.0
396,397,Staravia,Staraptor,Normal,Flying,"['Intimidate', 'Reckless']",4.0,0.0,75,50,55,40,40,80,0.6,15.5,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,340,120,1059860.0
397,398,Staraptor,Unknown,Normal,Flying,"['Intimidate', 'Reckless']",4.0,0.0,120,70,85,50,60,100,1.2,24.9,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,485,45,1059860.0
398,399,Bidoof,Bibarel,Normal,-,"['Simple', 'Unaware', 'Moody']",4.0,0.0,45,40,59,35,40,31,0.5,20.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3840.0,70.0,250,255,1000000.0
399,400,Bibarel,Unknown,Normal,Water,"['Simple', 'Unaware', 'Moody']",4.0,0.0,85,60,79,55,60,71,1.0,31.5,1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,3840.0,70.0,410,127,1000000.0
400,401,Kricketot,Kricketune,Bug,-,"['Shed Skin', 'Run Away']",4.0,0.0,25,41,37,25,41,25,0.3,2.2,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,194,255,1059860.0
401,402,Kricketune,Unknown,Bug,-,"['Swarm', 'Technician']",4.0,0.0,85,51,77,55,51,65,1.0,25.5,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,384,45,1059860.0
402,403,Shinx,Luxio,Electric,-,"['Rivalry', 'Intimidate', 'Guts']",4.0,0.0,65,34,45,40,34,45,0.5,9.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,263,235,1059860.0
403,404,Luxio,Luxray,Electric,-,"['Rivalry', 'Intimidate', 'Guts']",4.0,0.0,85,49,60,60,49,60,0.9,30.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,100.0,363,120,1059860.0
404,405,Luxray,Unknown,Electric,-,"['Rivalry', 'Intimidate', 'Guts']",4.0,0.0,120,79,80,95,79,70,1.4,42.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,5120.0,70.0,523,45,1059860.0
405,406,Budew,Roselia,Grass,Poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",4.0,0.0,30,35,40,50,70,55,0.2,1.2,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120.0,70.0,280,255,1059860.0
406,407,Roserade,Unknown,Grass,Poison,"['Natural Cure', 'Poison Point', 'Technician']",4.0,0.0,70,65,60,125,105,90,0.9,14.5,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,5120.0,70.0,515,75,1059860.0
407,408,Cranidos,Rampardos,Rock,-,"['Mold Breaker', 'Sheer Force']",4.0,0.0,125,40,67,30,30,58,0.9,31.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,7680.0,70.0,350,45,600000.0
408,409,Rampardos,Unknown,Rock,-,"['Mold Breaker', 'Sheer Force']",4.0,0.0,165,60,97,65,50,58,1.6,102.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,7680.0,70.0,495,45,600000.0
409,410,Shieldon,Bastiodon,Rock,Steel,"['Sturdy', 'Soundproof']",4.0,0.0,42,118,30,42,88,30,0.5,57.0,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,7680.0,70.0,350,45,600000.0
410,411,Bastiodon,Unknown,Rock,Steel,"['Sturdy', 'Soundproof']",4.0,0.0,52,168,60,47,138,30,1.3,149.5,0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,7680.0,70.0,495,45,600000.0
411,412,Burmy,Wormadam,Bug,-,"['Shed Skin', 'Overcoat']",4.0,0.0,29,45,40,29,45,36,0.2,3.4,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3840.0,70.0,224,120,1000000.0
412,413,Wormadam,Unknown,Bug,Grass,"['Anticipation', 'Overcoat']",4.0,0.0,69,95,60,69,95,36,0.5,6.5,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,3840.0,70.0,424,45,1000000.0
413,414,Mothim,Unknown,Bug,Flying,"['Swarm', 'Tinted Lens']",4.0,0.0,94,50,70,94,50,66,0.9,23.3,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840.0,70.0,424,45,1000000.0
414,415,Combee,Vespiquen,Bug,Flying,"['Honey Gather', 'Hustle']",4.0,0.0,30,42,30,30,42,70,0.3,5.5,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840.0,70.0,244,120,1059860.0
415,416,Vespiquen,Unknown,Bug,Flying,"['Pressure', 'Unnerve']",4.0,0.0,80,102,70,80,102,40,1.2,38.5,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3840.0,70.0,474,45,1059860.0
416,417,Pachirisu,No hay,Electric,-,"['Run Away', 'Pickup', 'Volt Absorb']",4.0,0.0,45,70,60,45,90,95,0.4,3.9,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,2560.0,100.0,405,200,1000000.0
417,418,Buizel,Floatzel,Water,-,"['Swift Swim', 'Water Veil']",4.0,0.0,65,35,55,60,30,85,0.7,29.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,330,190,1000000.0
418,419,Floatzel,Unknown,Water,-,"['Swift Swim', 'Water Veil']",4.0,0.0,105,55,85,85,50,115,1.1,33.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,495,75,1000000.0
419,420,Cherubi,Cherrim,Grass,-,['Chlorophyll'],4.0,0.0,35,45,45,62,53,35,0.4,3.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,275,190,1000000.0
420,421,Cherrim,Unknown,Grass,-,['Flower Gift'],4.0,0.0,60,70,70,87,78,85,0.5,9.3,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,5120.0,70.0,450,75,1000000.0
421,422,Shellos,Gastrodon,Water,-,"['Sticky Hold', 'Storm Drain', 'Sand Force']",4.0,0.0,48,48,76,57,62,34,0.3,6.3,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,5120.0,70.0,325,190,1000000.0
422,423,Gastrodon,Unknown,Water,Ground,"['Sticky Hold', 'Storm Drain', 'Sand Force']",4.0,0.0,83,68,111,92,82,39,0.9,29.9,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,5120.0,70.0,475,75,1000000.0
423,424,Ambipom,Unknown,Normal,-,"['Technician', 'Pickup', 'Skill Link']",4.0,0.0,100,66,75,60,66,115,1.2,20.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,100.0,482,45,800000.0
424,425,Drifloon,Drifblim,Ghost,Flying,"['Aftermath', 'Unburden', 'Flare Boost']",4.0,0.0,50,34,90,60,44,70,0.4,1.2,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,7680.0,70.0,348,125,1640000.0
425,426,Drifblim,Unknown,Ghost,Flying,"['Aftermath', 'Unburden', 'Flare Boost']",4.0,0.0,80,44,150,90,54,80,1.2,15.0,0.25,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,0.5,1.0,2.0,1.0,1.0,7680.0,70.0,498,60,1640000.0
426,427,Buneary,Lopunny,Normal,-,"['Run Away', 'Klutz', 'Limber']",4.0,0.0,66,44,55,44,56,85,0.4,5.5,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,0.0,350,190,1000000.0
427,428,Lopunny,Unknown,Normal,-,"['Cute Charm', 'Klutz', 'Limber']",4.0,0.0,136,94,65,54,96,135,1.2,33.3,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120.0,140.0,580,60,1000000.0
428,429,Mismagius,Unknown,Ghost,-,['Levitate'],4.0,0.0,60,60,60,105,105,105,0.9,4.4,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,6400.0,35.0,495,45,800000.0
